17:48:01 INFO llm_from_scratch.bpe_tokenizer.train_bpe train_bpe start: input=TinyStoriesV2-GPT4-train.txt (2124.6 MB), vocab_size=10000, special_tokens=1, mode=streaming
17:48:11 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000015 (words=242297, index_ms=88.4, pairs=654)
17:48:12 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000016 (words=242673, index_ms=68.4, pairs=651)
17:48:12 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000017 (words=241333, index_ms=69.6, pairs=646)
17:48:12 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000018 (words=242131, index_ms=71.1, pairs=644)
17:48:13 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000019 (words=241996, index_ms=71.4, pairs=666)
17:48:13 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000020 (words=242471, index_ms=69.9, pairs=666)
17:48:13 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000021 (words=242089, index_ms=69.8, pairs=650)
17:48:14 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000022 (words=241942, index_ms=69.9, pairs=670)
17:48:14 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000023 (words=242477, index_ms=67.6, pairs=661)
17:48:14 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000024 (words=242145, index_ms=69.4, pairs=669)
17:48:15 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000025 (words=242245, index_ms=68.9, pairs=646)
17:48:15 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000026 (words=243004, index_ms=68.2, pairs=654)
17:48:15 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000027 (words=242421, index_ms=67.6, pairs=678)
17:48:16 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 63% >= threshold, spilled chunk_000028 (words=241228, index_ms=76.1, pairs=649)
17:48:16 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 63% >= threshold, spilled chunk_000029 (words=241853, index_ms=72.8, pairs=668)
17:48:17 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 63% >= threshold, spilled chunk_000030 (words=241929, index_ms=68.3, pairs=651)
17:48:17 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 63% >= threshold, spilled chunk_000031 (words=241641, index_ms=69.1, pairs=667)
17:48:17 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000032 (words=241951, index_ms=69.9, pairs=649)
17:48:18 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000033 (words=242677, index_ms=69.1, pairs=654)
17:48:18 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000034 (words=242303, index_ms=111.8, pairs=652)
17:48:18 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000035 (words=242744, index_ms=71.9, pairs=657)
17:48:19 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000036 (words=242431, index_ms=77.1, pairs=654)
17:48:19 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000037 (words=242181, index_ms=72.3, pairs=667)
17:48:19 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000038 (words=241972, index_ms=71.8, pairs=651)
17:48:20 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000039 (words=242789, index_ms=70.6, pairs=634)
17:48:20 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000040 (words=242303, index_ms=74.8, pairs=666)
17:48:21 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000041 (words=242980, index_ms=70.9, pairs=659)
17:48:21 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000042 (words=241932, index_ms=70.6, pairs=653)
17:48:21 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000043 (words=241733, index_ms=74.9, pairs=656)
17:48:22 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000044 (words=242006, index_ms=73.7, pairs=652)
17:48:22 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000045 (words=241498, index_ms=72.8, pairs=661)
17:48:22 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000046 (words=242547, index_ms=74.4, pairs=658)
17:48:23 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000047 (words=242148, index_ms=71.7, pairs=653)
17:48:23 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000048 (words=242059, index_ms=73.7, pairs=657)
17:48:23 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000049 (words=242495, index_ms=72.1, pairs=669)
17:48:24 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000050 (words=242205, index_ms=69.9, pairs=655)
17:48:24 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000051 (words=241776, index_ms=77.2, pairs=659)
17:48:24 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000052 (words=242387, index_ms=76.6, pairs=655)
17:48:25 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000053 (words=242361, index_ms=73.9, pairs=642)
17:48:25 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000054 (words=242592, index_ms=80.8, pairs=814)
17:48:26 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000055 (words=241975, index_ms=70.4, pairs=669)
17:48:26 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000056 (words=241636, index_ms=68.1, pairs=652)
17:48:26 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000057 (words=241896, index_ms=75.6, pairs=655)
17:48:27 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 64% >= threshold, spilled chunk_000058 (words=242299, index_ms=71.8, pairs=666)
17:48:27 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 64% >= threshold, spilled chunk_000059 (words=242721, index_ms=71.0, pairs=675)
17:48:27 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 64% >= threshold, spilled chunk_000060 (words=241784, index_ms=69.7, pairs=669)
17:48:28 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 64% >= threshold, spilled chunk_000061 (words=242800, index_ms=71.4, pairs=646)
17:48:28 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000062 (words=241751, index_ms=68.6, pairs=652)
17:48:29 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000063 (words=242289, index_ms=68.8, pairs=655)
17:48:29 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000064 (words=242495, index_ms=67.7, pairs=668)
17:48:29 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000065 (words=241801, index_ms=69.0, pairs=653)
17:48:30 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000066 (words=241584, index_ms=70.7, pairs=659)
17:48:30 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000067 (words=242955, index_ms=67.8, pairs=656)
17:48:30 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000068 (words=242029, index_ms=70.0, pairs=653)
17:48:31 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000069 (words=241823, index_ms=69.4, pairs=660)
17:48:31 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000070 (words=241170, index_ms=69.1, pairs=648)
17:48:31 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000071 (words=241657, index_ms=70.2, pairs=666)
17:48:32 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000072 (words=242164, index_ms=68.2, pairs=660)
17:48:32 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000073 (words=242809, index_ms=68.7, pairs=651)
17:48:32 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000074 (words=242291, index_ms=69.0, pairs=661)
17:48:33 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000075 (words=241703, index_ms=71.5, pairs=657)
17:48:33 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000076 (words=242008, index_ms=70.2, pairs=646)
17:48:33 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000077 (words=241892, index_ms=68.5, pairs=644)
17:48:34 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000078 (words=241748, index_ms=69.1, pairs=648)
17:48:34 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000079 (words=242149, index_ms=67.3, pairs=654)
17:48:35 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000080 (words=242155, index_ms=71.1, pairs=653)
17:48:35 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000081 (words=241080, index_ms=73.5, pairs=672)
17:48:35 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000082 (words=242318, index_ms=146.2, pairs=670)
17:48:36 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000083 (words=242662, index_ms=78.3, pairs=643)
17:48:36 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000084 (words=241649, index_ms=74.4, pairs=656)
17:48:36 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000085 (words=242875, index_ms=71.5, pairs=651)
17:48:37 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000086 (words=241809, index_ms=73.8, pairs=662)
17:48:37 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 63% >= threshold, spilled chunk_000087 (words=242579, index_ms=76.5, pairs=651)
17:48:38 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 65% >= threshold, spilled chunk_000088 (words=242438, index_ms=70.4, pairs=662)
17:48:38 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 65% >= threshold, spilled chunk_000089 (words=241804, index_ms=69.8, pairs=665)
17:48:38 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 65% >= threshold, spilled chunk_000090 (words=241904, index_ms=70.4, pairs=648)
17:48:39 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000091 (words=242603, index_ms=76.2, pairs=677)
17:48:39 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000092 (words=242822, index_ms=71.9, pairs=665)
17:48:39 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000093 (words=242483, index_ms=77.8, pairs=643)
17:48:40 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000094 (words=241946, index_ms=72.1, pairs=655)
17:48:40 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000095 (words=241289, index_ms=72.6, pairs=649)
17:48:40 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000096 (words=242449, index_ms=72.6, pairs=660)
17:48:41 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000097 (words=242352, index_ms=70.5, pairs=647)
17:48:41 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000098 (words=242661, index_ms=71.4, pairs=641)
17:48:42 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000099 (words=242682, index_ms=73.2, pairs=646)
17:48:42 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000100 (words=242037, index_ms=70.0, pairs=665)
17:48:42 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000101 (words=242350, index_ms=73.1, pairs=659)
17:48:43 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000102 (words=242009, index_ms=69.3, pairs=665)
17:48:43 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000103 (words=242335, index_ms=72.8, pairs=656)
17:48:43 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000104 (words=242353, index_ms=69.4, pairs=654)
17:48:44 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000105 (words=242305, index_ms=68.7, pairs=662)
17:48:44 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000106 (words=242095, index_ms=71.2, pairs=642)
17:48:44 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000107 (words=242025, index_ms=73.0, pairs=660)
17:48:45 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000108 (words=241792, index_ms=69.9, pairs=656)
17:48:45 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000109 (words=241561, index_ms=73.3, pairs=655)
17:48:46 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000110 (words=242103, index_ms=72.3, pairs=649)
17:48:46 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000111 (words=242306, index_ms=74.1, pairs=649)
17:48:46 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000112 (words=242117, index_ms=73.2, pairs=652)
17:48:47 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000113 (words=242683, index_ms=74.2, pairs=669)
17:48:47 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000114 (words=241956, index_ms=72.9, pairs=658)
17:48:48 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000115 (words=242468, index_ms=74.6, pairs=662)
17:48:48 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 64% >= threshold, spilled chunk_000116 (words=242134, index_ms=81.6, pairs=660)
17:48:48 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 65% >= threshold, spilled chunk_000117 (words=242246, index_ms=78.0, pairs=667)
17:48:49 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 65% >= threshold, spilled chunk_000118 (words=241702, index_ms=75.0, pairs=656)
17:48:49 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 65% >= threshold, spilled chunk_000119 (words=241306, index_ms=78.9, pairs=658)
17:48:49 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000120 (words=241257, index_ms=73.9, pairs=664)
17:48:50 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000121 (words=241990, index_ms=76.6, pairs=644)
17:48:50 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000122 (words=241621, index_ms=79.6, pairs=660)
17:48:51 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000123 (words=242454, index_ms=76.1, pairs=661)
17:48:51 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000124 (words=243057, index_ms=78.6, pairs=671)
17:48:51 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000125 (words=242067, index_ms=78.2, pairs=665)
17:48:52 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000126 (words=242536, index_ms=71.8, pairs=660)
17:48:52 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000127 (words=241768, index_ms=72.6, pairs=651)
17:48:52 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000128 (words=242326, index_ms=85.2, pairs=643)
17:48:53 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000129 (words=242596, index_ms=74.4, pairs=651)
17:48:53 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000130 (words=242583, index_ms=72.2, pairs=653)
17:48:54 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000131 (words=241830, index_ms=74.1, pairs=665)
17:48:54 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000132 (words=242771, index_ms=76.9, pairs=656)
17:48:54 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000133 (words=241984, index_ms=70.8, pairs=653)
17:48:55 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000134 (words=241678, index_ms=71.8, pairs=671)
17:48:55 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000135 (words=242769, index_ms=71.1, pairs=675)
17:48:55 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000136 (words=241596, index_ms=71.8, pairs=656)
17:48:56 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000137 (words=242201, index_ms=70.2, pairs=653)
17:48:56 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000138 (words=241754, index_ms=69.1, pairs=653)
17:48:57 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000139 (words=241890, index_ms=73.0, pairs=643)
17:48:57 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000140 (words=242229, index_ms=69.8, pairs=655)
17:48:57 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000141 (words=242192, index_ms=69.4, pairs=647)
17:48:58 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000142 (words=241617, index_ms=69.8, pairs=666)
17:48:58 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 62% >= threshold, spilled chunk_000143 (words=242053, index_ms=102.0, pairs=657)
17:48:58 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 63% >= threshold, spilled chunk_000144 (words=242166, index_ms=73.1, pairs=660)
17:48:59 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 63% >= threshold, spilled chunk_000145 (words=242830, index_ms=74.2, pairs=650)
17:48:59 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 65% >= threshold, spilled chunk_000146 (words=242204, index_ms=69.4, pairs=677)
17:48:59 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 65% >= threshold, spilled chunk_000147 (words=241807, index_ms=68.4, pairs=651)
17:49:00 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 65% >= threshold, spilled chunk_000148 (words=241833, index_ms=69.9, pairs=654)
17:49:00 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000149 (words=242148, index_ms=70.4, pairs=662)
17:49:01 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000150 (words=241485, index_ms=69.5, pairs=649)
17:49:01 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000151 (words=242171, index_ms=71.3, pairs=653)
17:49:01 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000152 (words=242055, index_ms=69.3, pairs=650)
17:49:02 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000153 (words=242467, index_ms=70.5, pairs=633)
17:49:02 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000154 (words=242547, index_ms=68.8, pairs=650)
17:49:02 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000155 (words=242582, index_ms=69.0, pairs=662)
17:49:03 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000156 (words=242254, index_ms=69.8, pairs=663)
17:49:03 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000157 (words=242577, index_ms=70.6, pairs=648)
17:49:03 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000158 (words=242920, index_ms=69.8, pairs=655)
17:49:04 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000159 (words=242052, index_ms=69.4, pairs=657)
17:49:04 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000160 (words=242370, index_ms=69.7, pairs=660)
17:49:04 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000161 (words=241957, index_ms=77.8, pairs=660)
17:49:05 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000162 (words=242827, index_ms=69.5, pairs=650)
17:49:05 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000163 (words=242208, index_ms=70.6, pairs=655)
17:49:06 INFO llm_from_scratch.bpe_tokenizer.train_bpe [pretokenize] memory 61% >= threshold, spilled chunk_000164 (words=242209, index_ms=69.2, pairs=654)
